Passenger_ID,Flight_ID,Airline,Origin,Destination,Flight_Status,Age,Gender,Income_Level,Travel_Purpose,Seat_Class,MembershipTier,Check_in_Method,Flight_Satisfaction_Score,Delay_Minutes,Booking_Days_In_Advance,No_Show,Weather_Impact,Seat_Selected,Distance_km,FlightDurationMinutes,DepartureDate,IsHoliday,Departure_Hour,Departure_Weekday,Departure_Month,Price,BaggageAllowance
P162,F1555,Qantas,KUL,DEL,On-time,21,Male,Low,Family,Economy,Platinum,Mobile App,6.7,14.0,80,0,0,Window,3876,290,2025-01-31,1,0,4,1,714.63,60
P163,F807,Malaysia Airlines,HKG,PVG,On-time,40,Male,Medium,Business,Economy,None,Mobile App,7.2,22.0,42,0,0,Middle,1255,94,2025-04-19,0,8,5,4,813.38,0
P164,F1492,Singapore Airlines,KUL,HKG,On-time,75,Male,Medium,Leisure,Premium Economy,None,Desk,5.1,1.0,25,0,0,Middle,2543,190,2024-05-01,1,5,2,5,622.31,0
P165,F711,Qantas,ICN,TPE,On-time,52,Male,Low,Business,Premium Economy,Silver,Airport Kiosk,8.6,0.0,77,0,1,Aisle,1463,109,2023-09-17,0,21,6,9,564.9,40
P166,F506,Singapore Airlines,SIN,BKK,Delayed,26,Male,Low,Leisure,Economy,None,Airport Kiosk,7.1,3.0,100,0,0,Middle,1416,106,2023-10-28,0,3,5,10,258.56,40
P167,F295,Qantas,BKK,TPE,Delayed,23,Male,Medium,Emergency,Premium Economy,None,Airport Kiosk,5.2,2.0,31,0,0,Middle,2489,186,2023-11-15,0,4,2,11,307.18,20
P168,F1817,Korean Air,SYD,SYD,On-time,59,Female,Medium,Business,Economy,None,Airport Kiosk,7.5,2.0,41,0,0,Middle,0,0,2023-08-06,1,20,6,8,685.34,40
P170,F107,Singapore Airlines,SIN,BKK,On-time,38,Male,Medium,Leisure,Economy,None,Airport Kiosk,5.9,5.0,17,0,1,Aisle,1416,106,2023-11-01,0,18,2,11,639.93,20
P171,F1311,Korean Air,SIN,PVG,On-time,30,Female,Low,Emergency,Economy,Gold,Airport Kiosk,5.6,8.0,100,0,0,Aisle,3805,285,2024-06-06,1,11,3,6,421.6,0
P173,F633,Singapore Airlines,HKG,PVG,Cancelled,35,Female,Medium,Emergency,Premium Economy,None,Desk,8.1,8.0,93,0,0,Middle,1255,94,2023-10-25,0,12,2,10,634.53,40
P174,F1834,Singapore Airlines,ICN,BKK,Cancelled,67,Male,Medium,Leisure,Business,None,Mobile App,5.0,7.0,72,0,0,Aisle,3668,274,2023-12-13,0,6,2,12,474.31,20
P175,F741,Singapore Airlines,ICN,HKG,Delayed,78,Male,Medium,Leisure,Economy,None,Mobile App,6.5,2.0,119,0,0,Window,2069,155,2025-01-14,0,22,1,1,892.3,0
P177,F521,Korean Air,BKK,TPE,On-time,74,Female,Medium,Emergency,Economy,Silver,Online,8.5,9.0,1,0,1,Aisle,2489,186,2024-09-21,0,17,5,9,150.66,40
P178,F282,Korean Air,NRT,ICN,Delayed,42,Male,High,Business,Premium Economy,Silver,Mobile App,3.4,20.0,19,0,0,Aisle,1256,94,2024-10-02,0,23,2,10,341.72,20
P179,F154,Malaysia Airlines,HKG,PVG,On-time,76,Female,Low,Leisure,Economy,None,Mobile App,9.5,6.0,72,0,1,Aisle,1255,94,2023-07-08,1,17,5,7,474.0,60
P180,F1047,Singapore Airlines,HKG,BKK,On-time,46,Female,Medium,Emergency,Premium Economy,None,Mobile App,6.8,27.0,85,0,0,Window,1689,126,2024-07-14,1,14,6,7,643.26,80
P181,F90,Qantas,TPE,ICN,On-time,63,Male,Low,Emergency,Business,Silver,Mobile App,8.6,6.0,93,0,0,Middle,1463,109,2024-11-22,0,0,4,11,701.13,20
P182,F662,Malaysia Airlines,TPE,SIN,Delayed,47,Male,Medium,Leisure,Premium Economy,Silver,Airport Kiosk,7.9,7.0,15,0,0,Window,3222,241,2023-08-28,1,22,0,8,967.71,0
P184,F1311,Qantas,NRT,TPE,Delayed,60,Female,Low,Emergency,Economy,None,Online,9.1,14.0,83,0,0,Aisle,2181,163,2025-04-12,0,11,5,4,570.9,20
P185,F586,Qantas,SIN,KUL,Delayed,51,Male,High,Business,Economy,Silver,Airport Kiosk,9.0,4.0,48,0,0,Aisle,297,22,2024-04-06,0,15,5,4,737.56,20
P186,F1882,Singapore Airlines,SYD,SYD,On-time,33,Male,Medium,Family,Premium Economy,None,Desk,7.2,6.0,68,0,0,Aisle,0,0,2023-06-16,1,6,4,6,440.61,40
P187,F1408,Malaysia Airlines,KUL,BKK,On-time,79,Male,Medium,Business,Business,Platinum,Airport Kiosk,7.8,5.0,69,0,0,Window,1220,91,2024-06-07,1,9,4,6,252.68,0
P188,F416,Singapore Airlines,ICN,KUL,Cancelled,33,Male,High,Emergency,Business,None,Online,8.0,6.0,100,0,1,Middle,4612,345,2023-11-19,0,12,6,11,739.48,0
P189,F1073,Japan Airlines,SYD,SYD,On-time,72,Female,Medium,Emergency,Business,None,Online,6.6,25.0,106,0,0,Window,0,0,2024-11-04,0,0,0,11,233.5,20
P190,F1958,Malaysia Airlines,TPE,ICN,On-time,33,Female,Medium,Leisure,Business,None,Desk,7.0,16.0,103,0,0,Middle,1463,109,2023-05-09,0,7,1,5,730.14,0
P191,F1774,Qantas,HKG,PVG,Cancelled,34,Male,Low,Family,Economy,Silver,Desk,6.6,1.0,104,0,0,Middle,1255,94,2024-01-04,0,0,3,1,699.09,20
P193,F744,Qantas,SIN,PVG,On-time,56,Male,Low,Emergency,Economy,Platinum,Online,4.2,12.0,34,0,0,Aisle,3805,285,2024-10-15,0,18,1,10,496.19,0
P194,F284,Korean Air,TPE,ICN,On-time,76,Male,Medium,Business,Economy,None,Mobile App,6.3,2.0,80,0,0,Window,1463,109,2023-08-25,1,17,4,8,275.22,20
P195,F175,Japan Airlines,NRT,ICN,On-time,79,Female,Low,Leisure,Economy,None,Online,7.5,9.0,28,0,1,Window,1256,94,2025-02-28,0,5,4,2,415.29,0
P196,F1856,Malaysia Airlines,SYD,SYD,On-time,45,Female,High,Leisure,Business,None,Airport Kiosk,7.4,2.0,35,0,0,Aisle,0,0,2023-09-21,0,23,3,9,541.66,20
P197,F228,Japan Airlines,ICN,HKG,Delayed,74,Male,Medium,Leisure,Economy,Platinum,Desk,8.1,18.0,97,0,0,Middle,2069,155,2024-03-10,0,8,6,3,526.36,0
P198,F1550,Qantas,HKG,SIN,On-time,48,Male,High,Leisure,Business,None,Mobile App,7.0,47.0,99,0,0,Window,2565,192,2025-02-27,0,1,3,2,526.32,40
P199,F931,Qantas,TPE,BKK,On-time,79,Female,Medium,Emergency,Business,Silver,Airport Kiosk,6.6,0.0,32,1,0,Middle,2489,186,2024-03-01,0,0,4,3,812.4,20
P200,F1658,Japan Airlines,BKK,KUL,On-time,19,Male,Medium,Leisure,Economy,None,Mobile App,6.3,56.0,115,0,0,Aisle,1220,91,2023-04-27,0,21,3,4,520.9,0
P201,F551,Malaysia Airlines,KUL,BKK,On-time,75,Male,High,Business,Business,Silver,Desk,6.7,17.0,63,0,1,Window,1220,91,2024-03-05,0,21,1,3,553.4,20
P202,F1278,Korean Air,ICN,KUL,Delayed,43,Male,High,Family,Business,Gold,Airport Kiosk,5.9,6.0,97,0,0,Middle,4612,345,2024-04-21,0,0,6,4,588.66,40
P203,F1650,Malaysia Airlines,NRT,BKK,On-time,38,Male,High,Family,Economy,Platinum,Desk,6.4,5.0,71,0,0,Aisle,4648,348,2025-03-16,0,11,6,3,460.11,80
P205,F620,Malaysia Airlines,SIN,PVG,On-time,65,Female,High,Family,Economy,Silver,Mobile App,6.4,10.0,35,0,0,Middle,3805,285,2024-12-09,0,23,0,12,510.94,20
P206,F1480,Japan Airlines,HKG,ICN,On-time,35,Female,Medium,Emergency,Premium Economy,None,Airport Kiosk,5.2,7.0,32,0,0,Middle,2069,155,2025-01-26,1,22,6,1,515.64,0
P207,F729,Korean Air,SYD,SYD,On-time,49,Female,Medium,Family,Premium Economy,None,Airport Kiosk,7.1,17.0,58,0,1,Window,0,0,2024-12-03,0,3,1,12,361.23,0
P208,F1765,Singapore Airlines,TPE,HKG,On-time,69,Female,Low,Family,Business,None,Online,7.3,14.0,106,0,0,Window,806,60,2023-07-27,1,6,3,7,751.77,20
P210,F89,Korean Air,SIN,BKK,Delayed,34,Male,Low,Business,Premium Economy,Silver,Mobile App,7.6,15.0,64,0,1,Middle,1416,106,2025-01-19,0,16,6,1,416.54,20
P211,F1140,Singapore Airlines,KUL,DEL,On-time,33,Male,Medium,Family,Economy,None,Online,6.6,31.0,88,0,0,Window,3876,290,2024-07-08,1,6,0,7,407.34,0
P212,F434,Korean Air,ICN,KUL,On-time,73,Male,Low,Emergency,First,None,Airport Kiosk,7.6,8.0,82,0,1,Middle,4612,345,2024-11-26,0,6,1,11,503.28,0
P214,F1443,Japan Airlines,SIN,TPE,On-time,22,Female,Medium,Family,Economy,Silver,Desk,8.5,8.0,23,0,0,Window,3222,241,2024-02-14,1,20,2,2,623.88,0
P215,F1522,Japan Airlines,SYD,SYD,On-time,45,Male,Medium,Business,Economy,Platinum,Airport Kiosk,5.3,24.0,82,0,0,Aisle,0,0,2024-07-31,1,18,2,7,482.28,40
P216,F923,Japan Airlines,ICN,PVG,On-time,24,Female,Medium,Business,Economy,None,Desk,6.2,8.0,95,0,0,Aisle,822,61,2023-09-27,0,3,2,9,552.48,20
P217,F1088,Malaysia Airlines,TPE,BKK,On-time,43,Female,Low,Business,Economy,None,Airport Kiosk,7.0,2.0,5,0,0,Window,2489,186,2024-10-07,0,2,0,10,333.94,20
P218,F1848,Malaysia Airlines,KUL,HKG,On-time,60,Female,Medium,Emergency,Business,None,Desk,7.4,8.0,93,0,0,Aisle,2543,190,2024-11-25,0,14,0,11,737.79,40
P219,F501,Qantas,SYD,SIN,On-time,33,Male,Low,Family,Economy,None,Airport Kiosk,6.2,10.0,13,0,0,Middle,6293,472,2024-07-10,1,14,2,7,532.22,80
P221,F1175,Malaysia Airlines,NRT,BKK,On-time,54,Male,Medium,Emergency,Economy,None,Online,4.9,3.0,81,0,0,Aisle,4648,348,2024-05-30,1,13,3,5,615.63,20
P222,F96,Malaysia Airlines,HKG,PVG,On-time,25,Female,Low,Business,Economy,None,Airport Kiosk,6.8,9.0,6,0,0,Aisle,1255,94,2024-04-17,0,18,2,4,542.55,40
P223,F136,Korean Air,HKG,SIN,Cancelled,43,Female,Low,Family,Economy,Silver,Mobile App,6.2,18.0,61,0,0,Middle,2565,192,2024-04-26,0,15,4,4,325.14,0
P224,F1947,Malaysia Airlines,SYD,SYD,On-time,41,Female,High,Family,Economy,Silver,Desk,8.9,4.0,65,0,0,Middle,0,0,2024-05-09,0,17,3,5,599.03,0
P225,F1186,Malaysia Airlines,HKG,ICN,On-time,52,Male,Medium,Family,Premium Economy,None,Desk,7.8,18.0,79,0,1,Window,2069,155,2024-11-02,0,1,5,11,547.34,20
P226,F1294,Qantas,TPE,BKK,Delayed,74,Male,Low,Leisure,Economy,None,Online,8.2,32.0,105,0,0,Window,2489,186,2024-11-21,0,3,3,11,593.98,0
P227,F545,Japan Airlines,NRT,BKK,On-time,52,Female,Low,Leisure,Economy,None,Online,5.1,27.0,75,0,0,Window,4648,348,2025-03-08,0,15,5,3,371.26,0
P228,F1962,Singapore Airlines,BKK,KUL,On-time,63,Female,Medium,Leisure,Economy,Gold,Airport Kiosk,8.4,7.0,34,0,1,Window,1220,91,2023-11-21,0,20,1,11,722.42,20
P229,F1795,Korean Air,BKK,TPE,On-time,53,Male,Medium,Family,Premium Economy,Platinum,Online,6.2,7.0,31,0,0,Window,2489,186,2023-06-08,1,10,3,6,645.97,0
P230,F1872,Japan Airlines,NRT,TPE,On-time,35,Male,Medium,Business,Premium Economy,None,Desk,4.8,11.0,94,0,0,Aisle,2181,163,2023-08-24,1,15,3,8,717.33,0
P231,F564,Korean Air,KUL,DEL,On-time,19,Male,Medium,Family,Business,None,Airport Kiosk,6.6,7.0,94,0,0,Middle,3876,290,2023-09-05,0,22,1,9,558.87,20
P232,F1238,Qantas,HKG,ICN,On-time,56,Female,Medium,Emergency,First,None,Airport Kiosk,7.2,1.0,41,0,1,Middle,2069,155,2023-06-03,1,14,5,6,639.22,0
P233,F594,Japan Airlines,BKK,TPE,On-time,21,Female,High,Business,Economy,Silver,Online,4.8,16.0,42,0,1,Aisle,2489,186,2023-10-11,0,14,2,10,763.9,0
P234,F255,Korean Air,HKG,SIN,On-time,40,Female,Medium,Emergency,Economy,Gold,Online,7.1,5.0,102,0,1,Window,2565,192,2025-04-06,0,17,6,4,478.96,60
P235,F1260,Qantas,NRT,BKK,On-time,60,Male,Medium,Leisure,Premium Economy,Silver,Mobile App,4.3,12.0,12,0,0,Middle,4648,348,2023-08-25,1,16,4,8,796.05,80
P236,F664,Japan Airlines,HKG,PVG,Cancelled,45,Female,Medium,Business,Economy,None,Desk,7.6,13.0,24,0,1,Window,1255,94,2023-05-07,0,15,6,5,275.0,0
P237,F455,Japan Airlines,HKG,PVG,On-time,24,Male,Medium,Business,Economy,Platinum,Airport Kiosk,5.7,1.0,109,0,0,Aisle,1255,94,2025-03-19,0,12,2,3,367.8,40
P238,F1783,Qantas,NRT,TPE,On-time,65,Female,Medium,Leisure,Economy,Silver,Airport Kiosk,7.6,0.0,106,0,0,Window,2181,163,2023-10-19,0,0,3,10,339.92,20
P239,F1032,Japan Airlines,HKG,PVG,On-time,50,Female,High,Family,Economy,None,Mobile App,8.2,7.0,117,0,0,Aisle,1255,94,2025-02-16,1,3,6,2,699.02,40
P242,F1310,Korean Air,SIN,BKK,On-time,74,Female,Low,Leisure,Economy,Silver,Desk,6.4,13.0,30,0,1,Aisle,1416,106,2024-07-12,1,11,4,7,556.46,0
P243,F1236,Korean Air,TPE,ICN,On-time,25,Female,Medium,Business,Economy,None,Mobile App,8.5,0.0,56,0,1,Window,1463,109,2025-01-11,0,11,5,1,193.88,20
P245,F545,Singapore Airlines,SYD,SYD,On-time,18,Female,Low,Emergency,Economy,Gold,Airport Kiosk,3.5,0.0,28,0,0,Middle,0,0,2023-10-05,0,11,3,10,794.14,60
P246,F1159,Qantas,HKG,PVG,On-time,30,Female,Medium,Emergency,Economy,Gold,Online,8.5,14.0,43,0,1,Middle,1255,94,2024-05-15,0,15,2,5,303.51,20
P247,F1529,Korean Air,TPE,BKK,On-time,35,Male,Medium,Business,Premium Economy,None,Mobile App,7.0,15.0,48,0,1,Aisle,2489,186,2024-07-06,1,17,5,7,359.43,20
P248,F1585,Japan Airlines,NRT,BKK,On-time,64,Male,Low,Business,Economy,None,Desk,6.0,7.0,4,0,0,Window,4648,348,2023-09-17,0,20,6,9,519.67,0
P249,F686,Singapore Airlines,HKG,SIN,On-time,19,Female,Medium,Family,Economy,None,Desk,9.5,18.0,96,0,0,Window,2565,192,2023-07-09,1,21,6,7,834.74,40
P250,F1473,Japan Airlines,KUL,HKG,Delayed,73,Male,High,Leisure,Premium Economy,Gold,Airport Kiosk,7.6,1.0,100,0,0,Window,2543,190,2023-12-27,1,14,2,12,571.96,0
P252,F1280,Japan Airlines,KUL,BKK,On-time,50,Male,Low,Emergency,Economy,Silver,Online,6.4,6.0,59,0,0,Aisle,1220,91,2023-05-28,0,2,6,5,459.76,20
P253,F590,Japan Airlines,SIN,BKK,On-time,21,Female,Low,Business,Economy,None,Airport Kiosk,5.1,6.0,109,1,0,Middle,1416,106,2024-12-16,0,14,0,12,623.52,0
P254,F1594,Qantas,HKG,ICN,On-time,74,Female,Medium,Emergency,Premium Economy,None,Airport Kiosk,8.0,5.0,73,0,0,Middle,2069,155,2024-08-19,1,1,0,8,346.86,0
P256,F1328,Qantas,ICN,HND,Cancelled,46,Male,Medium,Family,Business,None,Airport Kiosk,5.9,2.0,61,1,0,Window,1209,90,2024-06-20,1,1,3,6,307.0,0
P257,F1576,Qantas,SIN,KUL,On-time,63,Male,Medium,Business,Economy,None,Mobile App,5.1,14.0,24,0,0,Middle,297,22,2023-08-04,1,12,4,8,664.02,0
P258,F1523,Qantas,SIN,HKG,Delayed,67,Female,Medium,Emergency,Economy,Silver,Airport Kiosk,6.9,12.0,99,0,1,Window,2565,192,2025-02-02,1,1,6,2,462.66,20
P259,F1741,Korean Air,BKK,KUL,On-time,71,Male,Low,Family,Economy,Silver,Mobile App,8.7,2.0,100,0,0,Middle,1220,91,2024-01-17,0,14,2,1,513.94,0
P261,F1310,Korean Air,SYD,SIN,Delayed,57,Female,High,Business,Business,Silver,Mobile App,3.2,11.0,82,1,0,Window,6293,472,2023-07-29,1,8,5,7,649.83,40
P262,F934,Korean Air,HKG,PVG,On-time,38,Male,Medium,Business,Economy,Silver,Desk,7.7,7.0,24,0,0,Aisle,1255,94,2024-06-27,1,23,3,6,266.26,20
P263,F532,Korean Air,BKK,HKG,On-time,79,Male,High,Business,Economy,Silver,Mobile App,4.5,3.0,10,0,0,Aisle,1689,126,2025-01-02,0,23,3,1,610.66,40
P264,F1331,Malaysia Airlines,KUL,DEL,On-time,20,Female,Medium,Family,Economy,Gold,Desk,5.8,19.0,23,0,1,Aisle,3876,290,2024-07-29,1,10,0,7,494.02,0
P265,F147,Korean Air,HKG,PVG,On-time,38,Female,Medium,Family,Economy,Silver,Desk,5.2,15.0,83,0,0,Window,1255,94,2023-06-18,1,10,6,6,519.84,20
P266,F864,Singapore Airlines,HKG,BKK,On-time,65,Male,Low,Emergency,Economy,None,Desk,6.7,1.0,3,0,0,Aisle,1689,126,2024-12-20,0,13,4,12,470.12,0
P267,F1835,Korean Air,TPE,BKK,On-time,59,Female,High,Leisure,Economy,None,Mobile App,7.6,4.0,36,0,1,Window,2489,186,2025-01-25,1,13,5,1,745.76,20
P268,F580,Japan Airlines,BKK,KUL,On-time,42,Female,Medium,Leisure,Economy,Silver,Desk,5.4,6.0,6,0,0,Window,1220,91,2023-11-05,0,4,6,11,646.34,20
P269,F1823,Singapore Airlines,NRT,BKK,On-time,42,Female,High,Business,Economy,Gold,Online,8.3,8.0,7,0,0,Window,4648,348,2023-06-07,1,9,2,6,763.62,0
P270,F325,Japan Airlines,HKG,BKK,Cancelled,21,Male,Medium,Family,Premium Economy,None,Airport Kiosk,5.6,4.0,75,0,0,Aisle,1689,126,2023-09-19,0,16,1,9,461.13,0
P271,F1701,Japan Airlines,NRT,BKK,Cancelled,47,Male,Medium,Leisure,Economy,Silver,Mobile App,5.0,2.0,108,0,0,Aisle,4648,348,2025-03-24,0,9,0,3,439.62,20
P272,F1329,Korean Air,SIN,PVG,Delayed,41,Female,High,Emergency,Economy,Gold,Airport Kiosk,6.3,36.0,43,0,0,Window,3805,285,2023-11-14,0,8,1,11,869.86,0
P273,F1263,Japan Airlines,KUL,BKK,On-time,73,Female,Low,Business,Economy,None,Online,6.2,21.0,115,0,0,Window,1220,91,2024-12-20,0,21,4,12,791.3,20
P275,F1334,Qantas,KUL,DEL,On-time,76,Female,High,Emergency,First,Platinum,Online,5.7,5.0,19,0,0,Window,3876,290,2024-10-19,0,10,5,10,324.0,0
P277,F1407,Malaysia Airlines,ICN,BKK,Delayed,29,Female,Low,Leisure,Business,Gold,Desk,7.4,8.0,79,0,0,Window,3668,274,2023-06-23,1,5,4,6,543.06,0
P278,F58,Singapore Airlines,KUL,BKK,On-time,20,Female,Medium,Family,Economy,Silver,Mobile App,8.6,2.0,8,0,0,Middle,1220,91,2024-06-27,1,23,3,6,673.4,0
P279,F938,Singapore Airlines,HKG,PVG,On-time,30,Female,High,Family,Economy,None,Desk,6.0,28.0,75,0,0,Window,1255,94,2023-09-13,0,15,2,9,483.79,20
P280,F899,Malaysia Airlines,SYD,SYD,On-time,30,Male,High,Family,Economy,Silver,Mobile App,7.3,10.0,46,0,0,Window,0,0,2024-09-04,0,16,2,9,893.0,0
P281,F697,Japan Airlines,NRT,ICN,Cancelled,61,Male,Low,Emergency,Economy,Platinum,Desk,10.0,15.0,66,0,0,Window,1256,94,2025-04-21,0,17,0,4,604.59,20
P282,F945,Malaysia Airlines,HKG,PVG,Delayed,32,Male,High,Family,Business,None,Mobile App,3.7,5.0,48,0,0,Middle,1255,94,2023-07-14,1,11,4,7,550.17,40
P284,F1956,Qantas,ICN,PVG,On-time,47,Female,Medium,Business,Premium Economy,None,Mobile App,8.2,22.0,76,0,0,Aisle,822,61,2024-11-08,0,5,4,11,658.78,20
P285,F1033,Malaysia Airlines,KUL,TPE,On-time,19,Female,Low,Emergency,Business,Silver,Mobile App,7.6,12.0,87,0,0,Middle,3246,243,2025-02-11,1,2,1,2,607.04,0
P287,F1532,Malaysia Airlines,SYD,SYD,On-time,52,Female,Medium,Emergency,Business,None,Online,7.3,10.0,106,0,0,Middle,0,0,2023-09-25,0,17,0,9,506.01,20
P289,F1403,Japan Airlines,SIN,PVG,Cancelled,68,Male,Low,Leisure,Premium Economy,Silver,Mobile App,8.0,4.0,6,0,0,Window,3805,285,2025-02-08,1,12,5,2,570.94,20
P290,F704,Qantas,BKK,KUL,On-time,47,Female,Low,Family,Economy,Silver,Online,5.0,11.0,48,0,0,Middle,1220,91,2024-07-26,1,18,4,7,408.71,20
P291,F303,Singapore Airlines,NRT,ICN,On-time,74,Female,Medium,Business,Economy,None,Mobile App,7.6,14.0,49,0,0,Window,1256,94,2025-03-25,0,18,1,3,344.46,40
P292,F1191,Qantas,SIN,BKK,On-time,41,Male,Medium,Emergency,Economy,Silver,Online,6.8,4.0,114,0,0,Window,1416,106,2024-12-27,1,3,4,12,407.91,20
P293,F185,Qantas,NRT,ICN,On-time,71,Female,Medium,Business,Economy,None,Mobile App,9.7,7.0,73,0,0,Middle,1256,94,2025-03-09,0,9,6,3,600.12,40
P294,F1569,Malaysia Airlines,SIN,BKK,On-time,29,Female,Medium,Family,Economy,Silver,Desk,7.2,0.0,26,0,0,Aisle,1416,106,2024-10-24,0,20,3,10,625.42,40
P295,F1813,Korean Air,SYD,SYD,On-time,48,Male,Low,Family,Business,Platinum,Desk,5.6,8.0,56,0,0,Middle,0,0,2025-01-16,0,23,3,1,589.06,0
P296,F888,Korean Air,KUL,DEL,Cancelled,36,Female,Medium,Family,Economy,None,Online,5.9,1.0,37,0,0,Middle,3876,290,2023-06-26,1,7,0,6,511.7,0
P298,F1622,Japan Airlines,TPE,BKK,Cancelled,22,Male,Medium,Leisure,Economy,None,Mobile App,8.0,4.0,58,1,0,Aisle,2489,186,2024-10-03,0,15,3,10,428.84,40
P299,F1995,Korean Air,KUL,BKK,On-time,48,Male,High,Emergency,Economy,None,Desk,5.9,0.0,43,0,1,Window,1220,91,2024-06-08,1,17,5,6,630.04,0
P300,F950,Japan Airlines,HKG,PVG,On-time,78,Female,Low,Leisure,Premium Economy,None,Mobile App,5.9,23.0,52,1,0,Aisle,1255,94,2025-02-21,0,23,4,2,412.47,40
P301,F409,Japan Airlines,BKK,KUL,On-time,55,Male,Medium,Business,Economy,Gold,Mobile App,8.5,6.0,89,0,1,Aisle,1220,91,2025-03-21,0,6,4,3,330.21,40
P302,F1871,Korean Air,HKG,PVG,On-time,33,Male,Medium,Business,Business,None,Mobile App,4.1,2.0,82,0,0,Aisle,1255,94,2024-01-24,1,1,2,1,549.04,40
P303,F1495,Korean Air,SYD,SYD,On-time,43,Male,Medium,Family,Economy,None,Desk,6.7,21.0,37,0,0,Aisle,0,0,2023-11-25,0,10,5,11,612.18,0
P304,F1437,Singapore Airlines,NRT,HKG,On-time,51,Male,Low,Emergency,First,Silver,Airport Kiosk,5.9,40.0,53,0,0,Middle,2962,222,2023-05-18,0,3,3,5,245.49,20
P305,F1238,Malaysia Airlines,SYD,SYD,On-time,60,Male,High,Emergency,Economy,None,Online,6.5,9.0,67,0,0,Window,0,0,2024-10-25,0,15,4,10,448.36,40
P306,F1801,Malaysia Airlines,NRT,BKK,On-time,58,Female,Medium,Emergency,Economy,Gold,Mobile App,6.0,13.0,94,0,1,Aisle,4648,348,2023-11-01,0,6,2,11,620.54,40
P307,F1004,Singapore Airlines,BKK,HKG,On-time,54,Male,Low,Leisure,Business,None,Airport Kiosk,7.9,2.0,62,0,0,Aisle,1689,126,2023-11-10,0,21,4,11,283.56,0
P309,F132,Malaysia Airlines,SIN,BKK,On-time,30,Female,Medium,Business,Economy,None,Mobile App,8.5,10.0,63,0,0,Aisle,1416,106,2024-07-26,1,10,4,7,646.89,0
P310,F401,Qantas,ICN,PVG,On-time,30,Male,Medium,Family,Economy,None,Desk,5.6,27.0,59,0,0,Middle,822,61,2024-09-10,0,11,1,9,634.24,0
P311,F1638,Malaysia Airlines,NRT,ICN,On-time,69,Female,Low,Leisure,Business,Silver,Desk,5.2,1.0,92,0,0,Aisle,1256,94,2023-07-27,1,7,3,7,557.73,20
P312,F889,Singapore Airlines,HKG,PVG,On-time,38,Male,High,Business,Business,None,Desk,9.6,0.0,49,0,1,Middle,1255,94,2024-09-16,0,12,0,9,458.91,20
P313,F818,Japan Airlines,KUL,BKK,On-time,44,Male,Low,Leisure,Premium Economy,Silver,Online,5.9,3.0,32,0,1,Middle,1220,91,2024-03-08,0,18,4,3,605.4,0
P314,F549,Japan Airlines,NRT,ICN,On-time,79,Female,Low,Leisure,Economy,Platinum,Online,7.3,7.0,109,0,0,Window,1256,94,2023-08-01,1,11,1,8,784.0,20
P315,F1453,Japan Airlines,SYD,SIN,On-time,38,Female,Low,Family,Business,Gold,Online,8.7,11.0,41,0,0,Middle,6293,472,2023-11-14,0,8,1,11,851.85,0
P318,F1721,Japan Airlines,HKG,PVG,On-time,79,Female,Medium,Family,Economy,Silver,Desk,3.3,7.0,112,0,0,Aisle,1255,94,2025-01-19,0,23,6,1,640.29,0
P319,F91,Qantas,ICN,KUL,On-time,24,Male,Medium,Leisure,Premium Economy,None,Airport Kiosk,5.8,15.0,19,0,0,Middle,4612,345,2024-12-24,1,20,1,12,454.35,0
P320,F280,Malaysia Airlines,SIN,BKK,On-time,59,Male,Medium,Family,Economy,Gold,Airport Kiosk,6.7,15.0,108,0,1,Window,1416,106,2024-02-26,0,1,0,2,558.5,0
P321,F1347,Singapore Airlines,SIN,PVG,On-time,67,Male,Low,Family,Business,Platinum,Airport Kiosk,9.6,12.0,86,0,0,Aisle,3805,285,2025-03-17,0,12,0,3,628.84,60
P322,F285,Korean Air,SYD,SYD,On-time,22,Female,Medium,Family,Economy,None,Mobile App,4.9,1.0,49,0,0,Window,0,0,2023-10-06,0,0,4,10,456.64,20
P323,F1184,Singapore Airlines,SIN,BKK,On-time,70,Female,Low,Leisure,Economy,Gold,Online,8.8,3.0,81,0,1,Middle,1416,106,2023-09-20,0,4,2,9,590.88,40
P326,F173,Singapore Airlines,KUL,HKG,On-time,70,Female,Medium,Family,Economy,Silver,Online,6.9,4.0,77,0,0,Middle,2543,190,2024-07-31,1,16,2,7,882.7,0
P327,F1780,Singapore Airlines,SYD,SYD,Delayed,70,Female,Low,Emergency,Economy,None,Airport Kiosk,6.9,2.0,119,0,0,Window,0,0,2023-09-30,0,3,5,9,464.64,20
P328,F676,Qantas,HKG,PVG,Delayed,67,Female,High,Emergency,Economy,None,Online,5.4,21.0,0,0,0,Window,1255,94,2024-01-18,0,7,3,1,529.77,0
P329,F209,Qantas,HKG,PVG,On-time,37,Male,Low,Business,Economy,Platinum,Mobile App,5.9,0.0,96,0,0,Window,1255,94,2023-11-09,0,18,3,11,455.9,0
P330,F1351,Japan Airlines,HKG,BKK,On-time,30,Female,High,Leisure,Business,None,Airport Kiosk,5.4,5.0,30,0,0,Middle,1689,126,2025-02-14,1,21,4,2,516.66,40
P331,F854,Singapore Airlines,SIN,BKK,On-time,26,Female,Medium,Emergency,Premium Economy,Gold,Mobile App,6.2,13.0,109,0,0,Middle,1416,106,2024-01-04,0,6,3,1,372.75,0
